Query.seq	Subject.seq	Percent.ID	Length	Mismatch	Query.start	Query.end	Subject.start	Subject.end	E.value	Bit.score
gyra	C0067_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	C0066_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	C0049_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	C0041_gyrA_9_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	C0040_gyrA_12_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	C0039_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	C0038_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	C0037_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	C0006_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1194_gyrA_7_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP298_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP168_gyrA_11_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP1129_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHE101_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP935_gyrA_7_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1697_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1377_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1374_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1346_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2506_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2628_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2460_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2523_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2118_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2011_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2303_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2299_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2261_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2256_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2200_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2079_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2007_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2066_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2062_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1981_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2154_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2352_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP2042_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHE231_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHE229_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHE123_gyrA_7_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP901_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP900_gyrA_7_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHE109_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHE206_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHE099_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHE113_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1701_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1769_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1699_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1765_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1754_gyrA_13_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1705_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1514_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1513_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1506_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP984_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1629_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1479_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1575_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1072_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP957_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP955_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1162_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1161_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP1084_gyrA_7_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP919_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP883_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP778_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP766_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP732_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP731_gyrA_8_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP628_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP818_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP568_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP509_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP476_gyrA_7_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP474_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP574_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP153_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP512_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP422_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP397_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP395_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP362_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP1169_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP999_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP918_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP905_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP853_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP744_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP133_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP032_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP025_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP008_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP617_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP590_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP538_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP533_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP371_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP287_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP286_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP263_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP293_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP270_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP269_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP123_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP102_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP095_gyrA_12_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP093_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP044_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	NHP035_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	BMP1214_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3692_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4847_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-473_sunde_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2776_sunde_gyrA_11_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2084_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4460_sunde_gyrA_8_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3218_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-880_sunde_gyrA_7_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2050_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1439_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3805_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-714_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1116_sunde_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3781_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2839_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-779_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1593_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3893_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4379_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2279_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3929_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1320_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3926_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-874_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4682_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3334_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2809_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2782_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2734_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2280_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1803_sunde_gyrA_8_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4196_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1176_sunde_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1446_sunde_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4247_sunde_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4248_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2615_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1007_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4390_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2151_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-709_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-706_sunde_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2716_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-358_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-879_sunde_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3095_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4639_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4306_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3934_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4735_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2485_sunde_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1221_sunde_gyrA_8_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2729_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3777_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3247_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-802_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3295_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1775_sunde_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3464_sunde_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4174_sunde_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2860_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1097_sunde_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-580_sunde_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4203_sunde_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2544_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2730_sunde_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4652_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2242_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1001_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1649_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3723_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2125_sunde_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-710_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1440_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3863_sunde_gyrA_9_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1768_sunde_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-582_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1095_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-810_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1946_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2643_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3297_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4459_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3773_sunde_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3650_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2353_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3545_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-475_sunde_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1319_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1585_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-388_sunde_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4514_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1683_sunde_gyrA_8_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3688_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-507_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1658_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2124_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-711_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4046_sunde_gyrA_13_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2297_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-476_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1000_sunde_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3046_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2545_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2360_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-798_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4653_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3576_sunde_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4175_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2861_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-694_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1774_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3465_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4108_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1945_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4107_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2640_sunde_gyrA_5_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3408_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3554_sunde_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2940_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2406_sunde_gyrA_7_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1214_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4341_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2295_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-389_sunde_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1584_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-474_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3447_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3448_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-610_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1594_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3590_sunde_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3115_sunde_gyrA_11_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2699_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4458_sunde_gyrA_6_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2723_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-2372_sunde_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3296_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-723_sunde_gyrA_3_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3125_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-4019_sunde_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1256_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1022_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-3029_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-873_sunde_gyrA_1_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-583_sunde_gyrA_8_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1769_sunde_gyrA_12_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-1417_sunde_gyrA_2_3	100	69	0	52	120	1	69	1.72E-47	144
gyra	2018-01-215_sunde_gyrA_4_3	100	69	0	52	120	1	69	1.72E-47	144
